Registro no CAR;Houve Retificação?;Aderiu ao PRA?;Bioma;% do Bioma;Défice Reserva Legal;Cidade;Estado;Latitude;Longitude;Data de Registro;Data da Última Retificação;Data de Análise;Status do Imóvel;Tipo de Imóvel;Situação;Condição;Condição PRA;Área;Módulo Fiscal;Área total de remanescentes de vegetação nativa;Área total de uso consolidado;Área total de servidão administrativa;Situação RL;Área de reserva legal averbada vetorizada;Área de reserva legal aprovada não averbada vetorizada;Área de reserva legal proposta vetorizada;Total de reserva legal declarada pelo proprietário/possuidor;Áreas de preservação permanente;Área de uso restrito
MT-5101902-1F43A1D51FC8402F9C67E9C5EDBF0945;Sim;Nâo;Amazônia;80;192,11024;Brasnorte;MT;"12°38'45,84"" S";"58°07'46,13"" O";22/10/2014;21/01/2021;--;Ativo;IRU;AT;Aguardando análise;--;439,1473;4,39;216,098;222,1496;0;Não Analisada;0;153,8665;0;153,8665;5,3411;0
MT-5101902-E3135F49832449D3A34C518A6B8AD794;Sim;Sim;Amazônia;80;2132,51072;Brasnorte;MT;"13°06'18,63"" S";"57°32'31,23"" O";22/10/2014;21/01/2021;--;Ativo;IRU;AT;Aguardando análise;--;3522,7079;35,23;624,2757;2895,2833;0;Não Analisada;0;624,2692;0;624,2692;61,3864;0
MT-5101902-8FD1F7E9315149DEAAB9C20A35FEC739;Sim;Sim;Amazônia;80;12373,10282;Brasnorte;MT;"12°33'16,34"" S";"57°56'42,4"" O";20/10/2014;03/02/2021;--;Ativo;IRU;AT;Aguardando análise;--;30263,8134;302,64;20998,0893;9206,5258;0;Não Analisada;8038,7593;2508,6898;0;10547,4491;1290,4988;0
MT-5101902-D8A23032BD7A42F58C7D54E2B9126DDC;Sim;Sim;Amazônia;80;-474,54402;Brasnorte;MT;"12°37'19,22"" S";"57°35'16,46"" O";01/11/2018;16/02/2021;--;Ativo;IRU;AT;Aguardando análise;--;6433,7446;64,34;5806,6505;378,4751;0;Não Analisada;0;5146,6802;0;5146,6802;474,8595;0
MT-5101902-2A86F141223E46E0AF4A876A3B8AA207;Sim;Sim;Amazônia;80;698,48582;Brasnorte;MT;"12°59'40,09"" S";"57°19'34,4"" O";20/10/2014;17/02/2021;--;Ativo;IRU;AT;Aguardando análise;--;1375,2989;13,75;345,0269;908,4915;0;Não Analisada;345,0269;0;0;345,0269;56,7264;0
MT-5101902-AA8EA8A9D477401D8F9CAF80CC6B8DCC;Sim;Sim;Amazônia;80;2217,3226;Brasnorte;MT;"13°03'44,6"" S";"58°08'03,76"" O";05/08/2018;17/02/2021;--;Ativo;IRU;AT;Aguardando análise;--;5569,652;55,7;2015;2997,5186;0;Não Analisada;1938,4915;0;0;1938,4915;299,9075;0
MT-5101902-C4B4CA70BABB46DF8FF53F96EE9930B1;Nâo;Sim;Amazônia;80;500,9887;Brasnorte;MT;"12°48'51,34"" S";"58°20'33,48"" O";02/03/2021;02/03/2021;--;Ativo;IRU;AT;Aguardando análise;--;1477,8075;14,78;610,106;865,4464;0;Não Analisada;0;610,106;0;610,106;71,1513;0
MT-5101902-F8A7FEC5687F40A0A2E959BF6A1F414B;Sim;Sim;Amazônia;80;-1221,69628;Brasnorte;MT;"12°37'45,48"" S";"57°46'51,37"" O";19/10/2014;02/03/2021;05/11/2019;Ativo;IRU;AT;Aguardando análise;--;8828,2269;88,28;7874,3142;322,4791;0;Não Analisada;0;7014,4086;0;7014,4086;1269,8692;0
MT-5101902-7E7FCAF7869B4A1DAB004E403282D78A;Sim;Sim;Amazônia;80;1367,95852;Brasnorte;MT;"13°13'21,11"" S";"57°50'39,14"" O";20/10/2014;02/03/2021;--;Ativo;IRU;AT;Aguardando análise;--;2446,8639;24,47;511,4043;1935,4598;0;Não Analisada;0;511,4043;0;511,4043;78,1283;0
MT-5101902-29E6D109C9A14331B36656DEA495E408;Sim;Sim;Amazônia;80;311,32156;Brasnorte;MT;"13°08'39,28"" S";"58°08'19,86"" O";04/08/2018;11/02/2021;25/02/2021;Ativo;IRU;AT;Analisado sem pendências;--;641,8357;6,42;189,7368;450,7656;0;Não Analisada;189,7368;0;0;189,7368;12,4102;0
MT-5101902-FC94B21518014DEB872482770159C6FE;Sim;Sim;Amazônia;80;30,61556;Brasnorte;MT;"11°37'14,57"" S";"58°20'44,02"" O";22/10/2014;08/01/2021;26/02/2021;Ativo;IRU;AT;Analisado sem pendências;--;6587,8012;65,88;6339,1504;81,3782;0;Não Analisada;5035,9624;0;0;5035,9624;203,663;0
